CPU,http://prod.danawa.com/info/?pcode=11824861
CPU2,http://prod.danawa.com/info/?pcode=12625265&cate=112747
메인보드,http://prod.danawa.com/info/?pcode=11408037
RAM,http://prod.danawa.com/info/?pcode=10859097
SSD,http://prod.danawa.com/info/?pcode=9966492
